orderId,orderDate,userId,totalCharges,commonId,pupId,pickupDate,orderYear,orderMonth,orderDay,purchaseOccasion,orderPeriod,orderQuarter,cohortMonthly,cohortQuarterly
276,2009-01-19T00:00:00Z,112,17.76,ALMYV,3,2009-01-20T00:00:00Z,2009,1,19,1,1,1,1,1
1765,2009-11-13T00:00:00Z,141,30.87,Z8UXB,5,2009-11-13T00:00:00Z,2009,11,13,1,11,4,11,4
2830,2010-02-14T00:00:00Z,147,23.26,P3TFZ,6,2010-02-18T00:00:00Z,2010,2,14,1,14,5,14,5
2030,2009-12-13T00:00:00Z,160,37.46,83AUQ,4,2009-12-14T00:00:00Z,2009,12,13,1,12,4,12,4
2284,2010-01-10T00:00:00Z,160,65.09,VRHJ2,4,2010-01-12T00:00:00Z,2010,1,10,2,13,5,12,4
2724,2010-02-08T00:00:00Z,177,44.7928,AR6KK,7,2010-02-09T00:00:00Z,2010,2,8,1,14,5,14,5
2742,2010-02-09T00:00:00Z,177,41.6928,K4XER,7,2010-02-09T00:00:00Z,2010,2,9,2,14,5,14,5
603,2009-05-19T00:00:00Z,180,66.21,55HUW,4,2009-05-21T00:00:00Z,2009,5,19,1,5,2,5,2
1276,2009-09-21T00:00:00Z,180,46.0502,SVJDZ,4,2009-09-22T00:00:00Z,2009,9,21,2,9,3,5,2
285,2009-01-27T00:00:00Z,182,291.64,HJKAY,3,2009-01-27T00:00:00Z,2009,1,27,1,1,1,1,1
2911,2010-02-18T00:00:00Z,182,390.0692,SX8NP,15,2010-02-19T00:00:00Z,2010,2,18,2,14,5,1,1
2987,2010-02-22T00:00:00Z,182,79.4442,F95QZ,3,2010-02-23T00:00:00Z,2010,2,22,3,14,5,1,1
3158,2010-03-04T00:00:00Z,182,260.122,KP8F9,15,2010-03-05T00:00:00Z,2010,3,4,4,15,5,1,1
3219,2010-03-08T00:00:00Z,182,270.1352,NN5EG,15,2010-03-08T00:00:00Z,2010,3,8,5,15,5,1,1
410,2009-04-07T00:00:00Z,200,29.8,EA2CB,3,2009-04-07T00:00:00Z,2009,4,7,1,4,2,4,2
578,2009-05-14T00:00:00Z,200,6.26,RSXPW,3,2009-05-21T00:00:00Z,2009,5,14,2,5,2,4,2
884,2009-07-13T00:00:00Z,200,2.24,QSVQH,3,2009-07-14T00:00:00Z,2009,7,13,3,7,3,4,2
995,2009-08-02T00:00:00Z,200,13.67,Z5N3E,5,2009-08-07T00:00:00Z,2009,8,2,4,8,3,4,2
1402,2009-10-12T00:00:00Z,200,13.58,8MNCV,3,2009-10-13T00:00:00Z,2009,10,12,5,10,4,4,2
1454,2009-10-19T00:00:00Z,200,6.54,WPT5K,3,2009-10-20T00:00:00Z,2009,10,19,6,10,4,4,2
2387,2010-01-18T00:00:00Z,200,7.443,AUXH3,15,2010-01-18T00:00:00Z,2010,1,18,7,13,5,4,2
385,2009-03-22T00:00:00Z,202,101.83,GQ4BY,4,2009-03-24T00:00:00Z,2009,3,22,1,3,1,3,1
416,2009-04-08T00:00:00Z,202,206.32,LEFC5,4,2009-04-09T00:00:00Z,2009,4,8,2,4,2,3,1
504,2009-04-30T00:00:00Z,202,142.04,DYHKW,4,2009-04-30T00:00:00Z,2009,4,30,3,4,2,3,1
526,2009-05-05T00:00:00Z,202,111.41,GF7X7,4,2009-05-05T00:00:00Z,2009,5,5,4,5,2,3,1
561,2009-05-12T00:00:00Z,202,96.14,QMK96,4,2009-05-12T00:00:00Z,2009,5,12,5,5,2,3,1
607,2009-05-20T00:00:00Z,202,162.41,D2FFR,4,2009-05-21T00:00:00Z,2009,5,20,6,5,2,3,1
643,2009-05-27T00:00:00Z,202,144.73,Q7SX8,4,2009-05-28T00:00:00Z,2009,5,27,7,5,2,3,1
673,2009-06-03T00:00:00Z,202,81.82,78V2J,4,2009-06-04T00:00:00Z,2009,6,3,8,6,2,3,1
799,2009-06-29T00:00:00Z,202,208.52,GY9K5,4,2009-06-30T00:00:00Z,2009,6,29,9,6,2,3,1
1041,2009-08-11T00:00:00Z,202,142.86,ZGVP3,4,2009-08-11T00:00:00Z,2009,8,11,10,8,3,3,1
1085,2009-08-20T00:00:00Z,202,230.71,VN5CM,4,2009-08-20T00:00:00Z,2009,8,20,11,8,3,3,1
1158,2009-09-01T00:00:00Z,202,164.3,FPWM2,4,2009-09-01T00:00:00Z,2009,9,1,12,9,3,3,1
1205,2009-09-08T00:00:00Z,202,243.9302,5WDD3,4,2009-09-08T00:00:00Z,2009,9,8,13,9,3,3,1
1425,2009-10-15T00:00:00Z,202,173.65,R5D99,4,2009-10-15T00:00:00Z,2009,10,15,14,10,4,3,1
1457,2009-10-19T00:00:00Z,202,87.6505,QALA2,11,2009-10-21T00:00:00Z,2009,10,19,15,10,4,3,1
1535,2009-10-27T00:00:00Z,202,206.29,4AKAR,11,2009-10-28T00:00:00Z,2009,10,27,16,10,4,3,1
1600,2009-11-04T00:00:00Z,202,115.9505,JJMGA,11,2009-11-04T00:00:00Z,2009,11,4,17,11,4,3,1
1689,2009-11-11T00:00:00Z,202,216.3905,J47X2,11,2009-11-11T00:00:00Z,2009,11,11,18,11,4,3,1
1814,2009-11-18T00:00:00Z,202,158.94,U68KQ,11,2009-11-18T00:00:00Z,2009,11,18,19,11,4,3,1
2496,2010-01-26T00:00:00Z,202,161.77,S9NWW,4,2010-01-26T00:00:00Z,2010,1,26,20,13,5,3,1
265,2009-01-13T00:00:00Z,207,32.96,MZ562,3,2009-01-13T00:00:00Z,2009,1,13,1,1,1,1,1
279,2009-01-20T00:00:00Z,207,24.24,UMUAD,3,2009-01-20T00:00:00Z,2009,1,20,2,1,1,1,1
299,2009-02-05T00:00:00Z,207,22.6,LBM3R,3,2009-02-05T00:00:00Z,2009,2,5,3,2,1,1,1
312,2009-02-12T00:00:00Z,207,55.4,S4LPV,3,2009-02-12T00:00:00Z,2009,2,12,4,2,1,1,1
313,2009-02-12T00:00:00Z,207,3.02,69ZDJ,3,2009-02-12T00:00:00Z,2009,2,12,5,2,1,1,1
326,2009-02-19T00:00:00Z,207,28.29,XVXS3,3,2009-02-19T00:00:00Z,2009,2,19,6,2,1,1,1
327,2009-02-19T00:00:00Z,207,2.65,D8KLE,3,2009-02-19T00:00:00Z,2009,2,19,7,2,1,1,1
328,2009-02-19T00:00:00Z,207,2.8,BJLRA,3,2009-02-19T00:00:00Z,2009,2,19,8,2,1,1,1
338,2009-02-26T00:00:00Z,207,29.22,2HJA7,3,2009-02-26T00:00:00Z,2009,2,26,9,2,1,1,1
339,2009-02-26T00:00:00Z,207,28.34,4P2HZ,3,2009-02-26T00:00:00Z,2009,2,26,10,2,1,1,1
357,2009-03-10T00:00:00Z,207,17.81,L4RPU,4,2009-03-10T00:00:00Z,2009,3,10,11,3,1,1,1
370,2009-03-17T00:00:00Z,207,45.3,NEMEB,4,2009-03-17T00:00:00Z,2009,3,17,12,3,1,1,1
388,2009-03-24T00:00:00Z,207,39.3,Q2LQ7,4,2009-03-24T00:00:00Z,2009,3,24,13,3,1,1,1
430,2009-04-14T00:00:00Z,207,14.42,TEHSY,4,2009-04-14T00:00:00Z,2009,4,14,14,4,2,1,1
466,2009-04-23T00:00:00Z,207,28.17,9FYMW,4,2009-04-23T00:00:00Z,2009,4,23,15,4,2,1,1
569,2009-05-14T00:00:00Z,207,38.95,C6428,4,2009-05-14T00:00:00Z,2009,5,14,16,5,2,1,1
612,2009-05-21T00:00:00Z,207,31.77,7LEMS,4,2009-05-21T00:00:00Z,2009,5,21,17,5,2,1,1
649,2009-05-28T00:00:00Z,207,34.24,JP57U,4,2009-05-28T00:00:00Z,2009,5,28,18,5,2,1,1
676,2009-06-04T00:00:00Z,207,41.12,9EA7H,4,2009-06-04T00:00:00Z,2009,6,4,19,6,2,1,1
707,2009-06-11T00:00:00Z,207,22.67,MHEMQ,4,2009-06-11T00:00:00Z,2009,6,11,20,6,2,1,1
733,2009-06-16T00:00:00Z,207,46.38,U74LF,4,2009-06-16T00:00:00Z,2009,6,16,21,6,2,1,1
783,2009-06-25T00:00:00Z,207,14.66,6Q7T3,4,2009-06-25T00:00:00Z,2009,6,25,22,6,2,1,1
802,2009-06-30T00:00:00Z,207,9.25,BZZ3Z,4,2009-06-30T00:00:00Z,2009,6,30,23,6,2,1,1
936,2009-07-23T00:00:00Z,207,29.41,BYNX4,4,2009-07-23T00:00:00Z,2009,7,23,24,7,3,1,1
958,2009-07-27T00:00:00Z,207,30.6,QQFV6,4,2009-07-28T00:00:00Z,2009,7,27,25,7,3,1,1
1043,2009-08-11T00:00:00Z,207,83.24,LNHHE,4,2009-08-11T00:00:00Z,2009,8,11,26,8,3,1,1
1074,2009-08-18T00:00:00Z,207,57.41,2WE66,4,2009-08-18T00:00:00Z,2009,8,18,27,8,3,1,1
1117,2009-08-25T00:00:00Z,207,75.6252,LXE87,4,2009-08-25T00:00:00Z,2009,8,25,28,8,3,1,1
1174,2009-09-03T00:00:00Z,207,82.7055,2GYRW,4,2009-09-03T00:00:00Z,2009,9,3,29,9,3,1,1
1245,2009-09-15T00:00:00Z,207,60.77,PWDKC,4,2009-09-15T00:00:00Z,2009,9,15,30,9,3,1,1
1280,2009-09-22T00:00:00Z,207,55.27,D5AP2,4,2009-09-22T00:00:00Z,2009,9,22,31,9,3,1,1
1378,2009-10-08T00:00:00Z,207,38.15,4RB2N,4,2009-10-08T00:00:00Z,2009,10,8,32,10,4,1,1
1597,2009-11-03T00:00:00Z,207,58.52,MLWHL,4,2009-11-03T00:00:00Z,2009,11,3,33,11,4,1,1
1661,2009-11-10T00:00:00Z,207,37.72,Z642W,4,2009-11-10T00:00:00Z,2009,11,10,34,11,4,1,1
1905,2009-12-01T00:00:00Z,207,53.44,4AZMQ,4,2009-12-01T00:00:00Z,2009,12,1,35,12,4,1,1
1992,2009-12-08T00:00:00Z,207,31.399,7XWFQ,4,2009-12-08T00:00:00Z,2009,12,8,36,12,4,1,1
2057,2009-12-15T00:00:00Z,207,41.51,PSESN,4,2009-12-15T00:00:00Z,2009,12,15,37,12,4,1,1
2107,2009-12-21T00:00:00Z,207,81.22,GLUH6,4,2009-12-22T00:00:00Z,2009,12,21,38,12,4,1,1
2499,2010-01-26T00:00:00Z,207,76.44,8C37P,4,2010-01-26T00:00:00Z,2010,1,26,39,13,5,1,1
2631,2010-02-02T00:00:00Z,207,72.0175,SZFQG,4,2010-02-03T00:00:00Z,2010,2,2,40,14,5,1,1
2871,2010-02-16T00:00:00Z,207,71.8068,FD9LD,4,2010-02-17T00:00:00Z,2010,2,16,41,14,5,1,1
2973,2010-02-22T00:00:00Z,207,22.98,QPDJP,4,2010-02-23T00:00:00Z,2010,2,22,42,14,5,1,1
3049,2010-02-26T00:00:00Z,207,21.88,SAFUP,4,2010-02-26T00:00:00Z,2010,2,26,43,14,5,1,1
3110,2010-03-02T00:00:00Z,207,64.94,AXV93,4,2010-03-02T00:00:00Z,2010,3,2,44,15,5,1,1
3211,2010-03-08T00:00:00Z,207,57.05,DX6JP,4,2010-03-08T00:00:00Z,2010,3,8,45,15,5,1,1
287,2009-01-28T00:00:00Z,225,16.99,TFCX6,3,2009-01-29T00:00:00Z,2009,1,28,1,1,1,1,1
308,2009-02-10T00:00:00Z,230,16.66,GEM33,3,2009-02-10T00:00:00Z,2009,2,10,1,2,1,2,1
348,2009-03-05T00:00:00Z,230,18.7,89WWL,4,2009-03-05T00:00:00Z,2009,3,5,2,3,1,2,1
434,2009-04-14T00:00:00Z,230,21.34,H9545,3,2009-04-14T00:00:00Z,2009,4,14,3,4,2,2,1
257,2009-01-06T00:00:00Z,253,57.51,6T3J5,3,2009-01-06T00:00:00Z,2009,1,6,1,1,1,1,1
274,2009-01-15T00:00:00Z,253,64.83,GE3YZ,3,2009-01-15T00:00:00Z,2009,1,15,2,1,1,1,1
277,2009-01-20T00:00:00Z,253,80.48,NNY5A,3,2009-01-20T00:00:00Z,2009,1,20,3,1,1,1,1
283,2009-01-27T00:00:00Z,253,91.53,GHWB5,3,2009-01-27T00:00:00Z,2009,1,27,4,1,1,1,1
293,2009-02-02T00:00:00Z,253,54.86,XAAX4,2,2009-02-02T00:00:00Z,2009,2,2,5,2,1,1,1
295,2009-02-04T00:00:00Z,253,50.12,YNGMD,2,2009-02-04T00:00:00Z,2009,2,4,6,2,1,1,1
309,2009-02-11T00:00:00Z,253,76.89,BADHL,2,2009-02-11T00:00:00Z,2009,2,11,7,2,1,1,1
310,2009-02-11T00:00:00Z,253,18.75,T5Q4Y,2,2009-02-11T00:00:00Z,2009,2,11,8,2,1,1,1
352,2009-03-09T00:00:00Z,253,93.34,TVFB2,4,2009-03-10T00:00:00Z,2009,3,9,9,3,1,1,1
381,2009-03-19T00:00:00Z,253,88.84,U928K,4,2009-03-19T00:00:00Z,2009,3,19,10,3,1,1,1
387,2009-03-24T00:00:00Z,253,83.93,WB4PC,4,2009-03-24T00:00:00Z,2009,3,24,11,3,1,1,1
393,2009-03-26T00:00:00Z,253,21.29,NQDWX,4,2009-03-26T00:00:00Z,2009,3,26,12,3,1,1,1
399,2009-03-31T00:00:00Z,253,72.7,FZ8JJ,4,2009-03-31T00:00:00Z,2009,3,31,13,3,1,1,1
405,2009-04-02T00:00:00Z,253,47.92,QHZNE,3,2009-04-02T00:00:00Z,2009,4,2,14,4,2,1,1
411,2009-04-07T00:00:00Z,253,115.56,RJRFJ,4,2009-04-07T00:00:00Z,2009,4,7,15,4,2,1,1
419,2009-04-09T00:00:00Z,253,32.34,MFCUJ,3,2009-04-09T00:00:00Z,2009,4,9,16,4,2,1,1
420,2009-04-09T00:00:00Z,253,5.45,QNYTH,3,2009-04-09T00:00:00Z,2009,4,9,17,4,2,1,1
435,2009-04-14T00:00:00Z,253,67.21,8JT56,4,2009-04-14T00:00:00Z,2009,4,14,18,4,2,1,1
439,2009-04-16T00:00:00Z,253,16.96,9DY9B,3,2009-04-16T00:00:00Z,2009,4,16,19,4,2,1,1
468,2009-04-23T00:00:00Z,253,85.9,HD3G5,4,2009-04-23T00:00:00Z,2009,4,23,20,4,2,1,1
499,2009-04-30T00:00:00Z,253,102.09,EJKBT,4,2009-04-30T00:00:00Z,2009,4,30,21,4,2,1,1
528,2009-05-05T00:00:00Z,253,53.73,%%528,4,2009-05-05T00:00:00Z,2009,5,5,22,5,2,1,1
533,2009-05-07T00:00:00Z,253,78.98,%%533,3,2009-05-07T00:00:00Z,2009,5,7,23,5,2,1,1
563,2009-05-12T00:00:00Z,253,81.41,J2SPA,4,2009-05-12T00:00:00Z,2009,5,12,24,5,2,1,1
606,2009-05-20T00:00:00Z,253,40.97,FT5V7,4,2009-05-21T00:00:00Z,2009,5,20,25,5,2,1,1
613,2009-05-21T00:00:00Z,253,59.61,YWH23,4,2009-05-21T00:00:00Z,2009,5,21,26,5,2,1,1
636,2009-05-26T00:00:00Z,253,104.19,Z4ARW,4,2009-05-26T00:00:00Z,2009,5,26,27,5,2,1,1
680,2009-06-04T00:00:00Z,253,91.58,LHMJE,5,2009-06-05T00:00:00Z,2009,6,4,28,6,2,1,1
681,2009-06-04T00:00:00Z,253,13.27,CJFXQ,5,2009-06-05T00:00:00Z,2009,6,4,29,6,2,1,1
696,2009-06-09T00:00:00Z,253,25.33,49C7Q,3,2009-06-09T00:00:00Z,2009,6,9,30,6,2,1,1
736,2009-06-16T00:00:00Z,253,141.65,FMXXY,4,2009-06-16T00:00:00Z,2009,6,16,31,6,2,1,1
762,2009-06-19T00:00:00Z,253,38.99,ZVMV5,5,2009-06-19T00:00:00Z,2009,6,19,32,6,2,1,1
785,2009-06-25T00:00:00Z,253,105.84,BRHGR,4,2009-06-25T00:00:00Z,2009,6,25,33,6,2,1,1
791,2009-06-26T00:00:00Z,253,36.05,2J6HL,5,2009-06-26T00:00:00Z,2009,6,26,34,6,2,1,1
826,2009-07-02T00:00:00Z,253,68.47,M7MKC,6,2009-07-02T00:00:00Z,2009,7,2,35,7,3,1,1
844,2009-07-07T00:00:00Z,253,167.73,LDMDP,3,2009-07-07T00:00:00Z,2009,7,7,36,7,3,1,1
896,2009-07-14T00:00:00Z,253,243.92,4TWU6,4,2009-07-14T00:00:00Z,2009,7,14,37,7,3,1,1
930,2009-07-21T00:00:00Z,253,67.33,GGTHH,4,2009-07-21T00:00:00Z,2009,7,21,38,7,3,1,1
939,2009-07-23T00:00:00Z,253,78.3,RCAUB,6,2009-07-23T00:00:00Z,2009,7,23,39,7,3,1,1
